message,response
"Since you're so busy, I wouldn't mind coming to pick up the items myself if you drop the price to $4.","Ok, that sounds like a deal. Can you come no later than 5pm?"
hello there,"Hi, are you interested in purchasing the dining set?"
yes i am how much would you sell it for?,"I would like 400. You get the table with two leaves, six chairs, a china cabinet and a buffet/hutch, so a huge set. It's in excellent shape, so it's a steal. You can't get this much furniture at a store for a fraction of this cost."
how about 360?,"Well, meet me at 380 and we deliver. Sound good?"
sounds nice to me,"Great, it's a deal then!"
Hello. Do you still have the kid's bike?,"Yes, we are asking $20 for it."
"I see that. Unfortunately, I'm a little short on cash. Can I give you $10?","Yes, if you can come pick it up?"
Do you know if a 3 year old could ride it?,"Yes, it is a small bike.  My 2 and 4 year old rode it."
I'm not sure if it will fit in my trunk. I have a honda accord. Can you bring it over?,It fits in my Geo Metro.  It shouldn't have any trouble fitting in the Honda.
Hello!! I see that you have a queen size bedroonm set for sale,I do! It's only going for $480 too!
Awesome!! I see that your dresser's has some problems ( the mirror came off) and now it's stained is that correct?,"This is true, however I spent close to $1000 on it and took the stain and mirror into consideration. If it helps I can go to $440?"
I am interested in yoru bedroom set but I was thinking of making you another offer I can pick it up tonight if your available,I can take a little more off if you're willing to come pick it up. What is your offer?
I can pay you $432 cash,You got a deal!
"Hello, I'mm interested in learning more about the apartment near Montclaieew (2 BR/1 Bath, 1 LR and balcony). I don't see a balcony in the image. Do you have more images?",I do not - sorry
How much are you currently getting as rent for the property?,2100 a month
Did your tenant recently move out?,Yes
Loing term tenant with lease?,Yes. They left
Thanks. I apologize for th etypos - cat on keyboard. Pets welcomed?,No pets and no smoking
Yes. Is it close to any stores or restaurants?,Yes it is. Convenient in location.
I have $1891 that i can have at your door right now.,Do you have pets or children and are you a smoker?
"No pets, no children, and I do not smoke.",1950 a month and you got yourself a deal.
Can we meet right now?,Yes.
"Hi, I am very interested in this placve",The apartment is in mint condition in a fabulous location. Are you interested I purchasing or a long term rental?
"Hi, I am very interested in this placve","yes. I see that you're interested. Re you looking to purchase or a long term rental? And which size are you interested on, 2 or 1 bedroom layout?"
"I am most interested in the studio size, I wish it was total electric rather than gas. But, I understand that is how the apartment comes.",the studios are lovely. Are you interested in buying or renting?
I am interested in buying but I need some movement on the pric,"yes, that is true. But gas is preferred by most cooks, so that's how the apartments were configured. I'm sure it would be an easy conversion should you choose to do that. I'm sure we can meet at a reasonable price."
"Really interested in the Tacoma. Has it been in any accidents or any dents, scratches to be aware of?","It has never been in any accidents, and is in perfect condition. It is clean inside and out, runs perfect."
What color is the interior. Is it leather or fabric? Does it have any navigation system and does it have an jack for mp3?,"It is leather interior, has a navigation system, and an mp3 jack."
What color is the interior?,The interior is Black.
Great. Could you let it go for $10350?,I could go $10800 but no lower. Can you handle that?
Deal. Can you meet me halfway? I'm 200 miles away.,"Sure, we can meet halfway. That's a deal."
Yes I really like it. How many miles are on it?,"80,000, but it's a really rugged vehicle and it can go a lot longer before it starts to have problems with the engine or transmission."
"it looks like a great find. just what I am looking for. i don't mean to be cheap but my budget is around 11,000","I understand. I don't think I can let it go for $11,000 though. I'm sure we an strike a bargain so you can afford it. Can you come up on the price?"
"Sure I would be willing to go as high at 13,500",Could yo do that up front and pay the rest over a year?
I could pay $6000 up front and the rest in installments,"I could take the offered $13,000 as the initial. I can't risk installments for $16,000."
ok I understand then my final offer will be $13000 all cash up front,"For an all cash offer the best I can do it $4,000 less than asking."
"ok my best and final offer is 16,000",Deal
"Yes, I can see that!  Are all the parts original Schwinn?",Yes they are! They're in great condition too.
No rust?,No rust at all. It rides really smoothly and I've never had a problem with rusting in the 10 years I've owned the cruiser
What about the chain.  Has it ever been replaced or is it the original chain,"No, it's the original!"
I'm asking because we don't have a Schwinn store in the area and I hate to order parts online.,"The original makes it more vintage and classic, to be honest. Also, apologies-- I actually forgot to tell you the tires are new and they're Kendra, not Schwinn. But you'd want new tires anyways since new tires are what keep the cruiser riding smoothly. You wouldn't want tires from the 60s."
"Lol It was a good time, but yeah, you're right.  Ok, so what's the rock bottom price you would accept for this beauty?",I'd be willing to sell for $200.
Ouch!!  My budget is very tight and I want this bike soooooooo bad.  Would you be willing to accept 190?,Sure. $190 is fine.
I can make a deposit of 500.00 to hold the car,"There is no way I could go that low. I would take 4,500."
"Hello, I'm interested in buying the Samsung S3 Classic","She's a beauty, in flawless condition."
It's very nice. Would you be willing to bring the price down to $253?,Absolutely! Send that though and I'll accept it. Good doing business with out partner.
"Hi, is the Jaguar still available?","Yes, I still have it"
"Hi, is the Jaguar still available?","Yes, it sure does. That's the only negative though, it's a great car. No issues at all, everything works reliably."
That's good. No picture. I would like to offer $2250.,"Sorry, that's a bit too low. Everything works, including a security system, pioneer system, bluetooth and auxiliary. I can take $3000."
"Wow, the ad doesn't mention all that. Okay, I can go to $2650.","It's also very clean inside, with leather seats and decent paint. Everything automatic. I can meet you halfway at $2850."
I think you have yourself a deal. $2850.,Great!
Im interested in the 4bedroom in Pleasanton. Is the neighborhood safe?,very safe and very good school district too. Do you have kids?
Yes I do. That is a great plus. Is it carpet or hardwood? does it have a backyard?,"Just installed new carpet all through and yes, it does have a backyard. not too big though so you dont have to worry about a whole lot of mowing! The neighbors are very nice too"
That sounds great! Unfortunately the price is high for me. The offer i can give you is $1675,Unfortunately that's very low for this much space and this neighborhood. The typical rent in this particular area for a similar property is about 3400
Finances are very tight right now. The most I can do would probably be $2500,"I understand finances are tight everywhere, I do but that's below fair market value. I can however do 2800"
"I like the bike, but it is 37 years old. Is there some wiggle room on the price?","I know the age seems to be a factor but it is an original, I have taking care of this bike for many years and it is great for anyone who enjoys bike riding. I can listen to a few offers but be reasonable please."
I could go $675,Your paying for a piece of history can you at least do $975.
I could go $725 if you could deliver it/Ship it,well that is gonna cost me some money to deliver it to you. This bike has tradition and has all the original decals are still on it. It has new tubes and I even throw in a warranty.
"I can do $850, it's literally all i have for this purchase.","I can do at least $933 and give you the warranty, deliver it and even throw in an extra tire with rim."
"Hello I am interested in this table, is it in good condition?","Yes, It is a good quality table. It's been sanded down so you could paint it if you want"
Ok I see. Do you accept only cash?,Cash or a check would work
"Nice, is there any chance you can make me a better price, around 60$, and I can pick it up by myself",If you can pick it up I'd be willing to lower the price a bit to 75.
Are you sure the leafs seams can be tigher? I will agree on 75 if yes,"Yes, they close tighter if you have someone on the other end to help you push it closed."
This is a nice bike. Why are you getting rid of it?,Hi there!
Excellent! I was looking for this bike in a different color. This color will be fine. Highest I can go is 15.,"Okay I can do $15, but you'll have to stop by my place and pick it up. I hope that's fine with you. I can't really deliver it right now."
Yes that is fine. I'll come by shortly,Thanks a lot! See you then.
That's a cool bike!,Thanks! It's a classic. There aren't that many around anymore which makes it a collectible! Are you interested in buying it.
"Yeah, but I don't know if I can afford $200 for it.",Throw me an offer and we'll meet half way
I could probably do $75,That's a little low. How about 150 and I can bring it to you.
"How about $125, and I can pick it up?",135$ and we've got a deal!
"Hi, I am interested in your speakers advertised for sale. What is the condition? Have you used them a lot? Do they work? Are you the original purchaser?",Hello. The condition is good. They haven't been used alot but I have used them and they work good. Yes I am the original purchaser.
"I would love to buy them from you. Being as there is no picture, would you take $40 and I pick them up?",I would be willing to discount them to $55 if you would be willing to pick them up.
Could we split the difference and do $50? I can still pick up,"Yes, I would be willing to take them for $20."
I like your Mazda 3 car.,"Cool, did you have any questions about the car?"
"Yes, has it been in any major accidents or had any major failures of the engine etc?",No major accidents or failures of any of the systems. It's in great shape. It's got a lot of upgrades and it's in really good shape. It runs snooth and quiet and is very reliable.
How does $13050 sound?,"It's allmost new with only 23556 miles on it and it's only a year old. How about going up to 13,500?"
Yes I am!  Is anything wrong with it?,Hi are you interested in the coffee maker?
"Yes, I am interested. What are the measurements of the trunk?","39"" long 25"" wide and 19"" tall"
"good, how are you",Very well. You are interestd in the Armoire?
"yes, is the picture of the same armoire or just a similar one","It's the same one, i just took the unpacked photo off HSN's website."
"gotcha, would you be able to ship it to me?","Unfortunately i cannot, that's why i have it local pick up only."
"sorry, i don't see that note in your listing","It's in the last sentence. I was paralyzed in an auto accident so i can no longer drive to the post office, etc."
"it must have been cut off of the listing i'm looking at.  Since i have to come pick it up, can you work with me on the price a little bit?  How about $55.",I can do $55. It would have to be cash tho.
Is this a bot?      I have done this task 3 times now????,"No, I have seen this one twice as well."
hi,"Hi, I understand you are interested in this awesome rental property. What questions do you have for me?"
"Hello, sorry for the delay i  am",Do you have any questions about it?
"Yes , I am on a budget, and there is no rear brake cable, and it needs a new chain, the orignal seat means it is going to be worn, can you come down on price because of all the work it needs? How about 35?",I had it priced low at $90 because of the missing cable and worn chain. I can't do $35. Since you're on a budget how does $80 sound and i'll bring it to you?
"How about you bring it to me, and I trade in my 19"" Bmx bike that is in about the same shape but not as nice, and we settle on $45?",I was looking to trade for a mountain/road bike. How about $60 with the trade and i'll still deliver?
Can you include any sort of warranty? If so I can do that pric.,Yea if after a week you don't like it we can do a refund.
Hello! I am interested in buying this phone cover.,Alright! Is there anything you would like to know?
It looks like the right fit but I would rather pay only $2. I can come pick it up.,How does $3 sound if I throw in a chrager?
"Hello, Is the etagere still for sale?",yes
"Considering the pictures didn't work and I'm not able to see it before purchase, I'm going to have to ask for quite a bit lower price. Can you do $20?",how about 25
Sure.,I will need your phone number
"Hello, I am interested but the price seems extremely high for this neighborhood and only 1 bedroom I would be willing to pay $850","What? It's Berkely. California is expensive, especially this area. I'm willing to do $1600. If you notice we are very selective and don't allow section 8. Your neighbors are upstanding people."
"The same size units are going for around $900, that is what I would offer you.","No, you need to meet me int he middle at $1250."
"I cannot go higher than 1,115. That is more than fair when you look at the comps","Ok, but can you do first, last, and security deposit at once?"
"Well hello there, how are you doing?","Im doing great, just bought a new Jeep and my wife wants me to part ways with my baby."
"Oh that sucks, well you can look at it this way.  Now you may be able to pass it on to me and I will love it as you did.  Can you tell me about your favorites?",I love the smooth transmission in this car the tip-tronic works well and even though the motor is on the small side the car produces great power on the low end and it only has 80 k
"Nice that sounds great, I see that you're asking 4900 which is a little high for me and I was actually hoping to find a good car for like 2250.  I see that this is way off, but maybe we can work something out?","For a Mercedes with this low amount of miles and no issues you would be out of luck, the lowest id go for anyone is 4000 and that is my highest offer. mind you this car was garage kept. I guarantee you wont run into issues for at least a solid 30k"
Oh I see and understand.  Well I appreciate you dropping 900 off of it for me and I can accept that.  Maybe I can take you out for drinks sometime too!,"i'll throw in some free maintenance also, you seem like a cool guy and I want to make sure she stays fit."
yes I am. I need a new dining room table. How long have you had it,2 years
is there any scratches on it. I see there is a screw loose. Will you be able to negotiate on the price,I can tighten those for you free of charge. There are a few small scratches however they are easily fixed and I factored them into the price.
ok can you go 46 or is 50 final offer,How about 49 and Ill deliver?
nice bike you got there,"Hi there!  I really need the cash for this bike.  I can offer to sell for $185.  This was a $400 bike new, so it is a great deal.  You interested?"
185 is still pretty high for me. especially for a used bike. i can go... 140 tops,"If you can pay $155, I will throw in a bike chain, lock, and helmet.  Deal?"
"you know what? that is a deal. 155 it is for the bike, chain, lock and a helmet","Perfect, thanks!"
I will buy it for 152 dollars,It has only been used two times and has the instruction manual and DVD. I would need more than that.
i think it is a good deal,How about $180
no way no way I can agree for 160,How about we split the difference and do $170.
No sorry it is too much,Make me a different offer then.
174,174? I could do that.
sorry I typed 174 instead of 164,$165 and you have a deal
I'm interested in the home you have for rent.  What can you tell me about it?,"Hello, the home is approx. 1,000 sq. ft.  Only a minute from downtown Alamo.  Completely remodeled with new appliances, granite counters, new cabinets, paint, carpet, shower, toilet, sink, A.C, blinds and flooring.  It's 3 bdrooms 1 bath.  Kitchen has all stainless steel appliances + a full sized washer and dryer.  There an extra bdroom that is detached and is in the backyard with separate entrance and includes a closet.  There a bbq in front and a hot tub/spa in the backyard."
It sounds great so far.  Is there a dishwasher also?,"Yes and there is a microwave too (all appliance are included).  This is a rare jewel.  The property is situated on a woodsy lot with a private driveway in a very quiet neighborhood behind a large house.  I'm asking $3,200 with the signing of a 1 year lease."
"I am truly interested in this home, but $3200 is a bit high for me right now as I am just moving in from out of state.  Would you consider $3000?",well I guess we can do $3000
um we have to negotiate the price.,I had trouble finding the text box.
you found it. now i'll tell you what. i'll sign a 6 mo lease if you let me have it for say... 2250. what do you say?,"Well that is way below asking price. This includes all utilities, gas, water, trash. And there is even a den that could be used as a third room"
"ok. how's this. i'll sign a one year lease, and we go with 2500 even","I already submitted the final agreement which was 2750, and I can only enter the offer once."
Thanks,What would you like to pay for this?
1719,"$1,719?"
I think there is a problem. I finished a negotiation with someone else for an apartment and accepted the offer already.,"Oh. ok. I just started this negotiation. Can you help me finish it? If you meet my list price, I'll deliver it to you for free."
What am I negotiating for?,"I'm selling a teak, modern Danish mid-century table, perfect for a coffee table or end table. I'm asking $95."
Does it have any damage?,"No, it's unmarked, no labels or dents. It was newly refinished and oiled, looks brand new. It's got a retro look, and it was much more expensive when I bought it new."
I will agree to the $95 price,Great! Thanks. It's on its way to you.
It's not working. I wrote to the requestor.,"Ah, bummer. Alright... I guess we should quit?"
Unfortunately so. You can contact the requestor as well. Sorry.,That's ok. thanks for your help.
I'm interested in the leather case.,Sure. Do you have any questions about it?
Will you take $3?,3 is too less for what you are getting. I can give it to you for $5. Its a very flexible wallet pouch and its hard cover so it serves as a protector as well
$5 and a pair of headphones?,$5 and free delivery to you right away!
Black,Sure will be delivered to you right away thanks for choosing me!
Hi...nice credenza!,Thanks. You interested in buying it?
"Yes, but my budget's limited",Okay well make me an offer I'll see what I can do.
How much would you like for it?,I'm asking 30 for it :)
"I can come pick it up, but with gas, etc... it would be pushing the envelope to make it worth my while....I was looking to spend a max of $20....must be an heirloom this credenza, eh?",Yes it's a pretty rare piece too. I can do 25 if that helps you but that's going to be my limit.
"Definitely feel for you there on the family legacy item.  Listen, if you'll go $23.50, I'll come up myself, get it off your hands, and get you a beer...",Okay and you move it by yourself too then we have a deal at 23
Yes I see the chair you have for sale is about 6 months old. I really looking to pay that much for a used chair. I was wondering if you would entertain a much lower price?,"It's a really nice, comfortable chair made from a durable material. I won't accept anything lower than $35."
I'm afraid I really would looking at around 20 dollars not to insult you but it is used.,"I only had it for six months and I barley set in it because it stayed in a room that I was going to use for an office, but decided not to. $20 is too low. I give it to you for $30"
Thank you for clarification of the condition of the chair but my budget is pretty tight however I could go $ 25 if that would be acceptable?,Oaky. Deal
Hi!  Is there a deposit required on the unit?,yea but i cant drop the price
What is the deposit?,if you move in now no deposit
"So no deposit, and I get a month free?",2250 without a dep thats right
What about utilities?,not available
2250 for a place where utilities aren't available?  That sounds ridiculous.,"i mean sorry not included, you have to pay on your own pocket but i will throw in over the air antenna for free"
How about 1700?  No utilities is a big factor.,i can do 1925 thats my lowest i can go since i just remodeled
Hello,The iPhone is in perfect condition with original records. I currently have a highest offer of $195 However i was looking for a firm $200
Ok this what i can do for you then since i'm on a budget. How about 195.01?,lol Cant say no to that. a higher bid is a higher bid
hi how are you>,good and you
great I am really interested in the apartents in town! what kind of deal can I get?,Well all of our apartments come with a newly renovated and updated kitchen and energy efficient appliances
Would I be able to get one of the open layout ones at cinnamon apartments for 1500?,"Unfortunately  not for $1500, I can work with you though If need be"
"Yes, what would you be able to accept for this?",I can meet you at $1950
Can you throw anything in with that like trash service or utilities?,"Yes that does com included, we also have On site washer and dryers"
Would you be able to do 1900,For you yes!
Hi! I am interested in the wing back chair. I would like to offer $20.,"What are you insane? My boyfriend is so gay, we never even used this thing, he bought it and treated it like a grandmother."
That explains the pattern of the chair. I am going to have to pay to get it re-upholstered so I am taking that cost into account. $30 is about the most I can offer taking that into account.,"Baby, you don't neeeeeeeed to re-upholster this chair, but you want too. Which I admire. I have it listed for $50, but the only way you are going to get it for $30 is taking me on a date, which he won't care. So, just give me the $10 now for the date, cause I'm a pill and a half. $40"
I'm quite sure he won't. I can't go over $35.,"That's not even an amount you can get out of the ATM, what is that liquor store money. $40 baby, $40, this thing hasn't even been sat on. It's a ""collectable custom"" chair, HA! Re-uphoster it twice, I don't care. $40"
I am interested in your typewriter,"Ok, well it is great condition. Do you have any questions?"
does it still type well? I know its vintage but I am a collector of these types of things.,"Yes, I used it recently to make sure. It works great, good as new. I can give it to you for $55"
I would really love it but can only afford at the most $45,How about $50?
sure $50 will work,Ok excellent. You know where to meet to pick it up right?
Nice bike. I'm very interested. Cash in hand. My offer is 1100 and I can pick up ASAP.,I would love to sale ASAP but the lowest I could go would be $1500 since it is in excellent condition and has been very well taken care of. It is all carbon and even has a carbon wheelset and is lightweight but durable.
In all honest my all in price is 1200 and that's right down to my last dollar.,If you pick up today I can go as low as $1300 and throw in extra pedals and seat cushion.
I suppose I could borrow the extra. I'll be there and have $1300 agree?,Great. We have a deal
"Hello, I am doing great. How are you? I am interested in the apartment on Bassett Dr. Is it still available?",Yes it sure it.
Has it been remodeled recently? Is it close to shops?,"Yes we actually just remodeled it this past month so everything is brand new.  The location is perfect, it is a quiet residential neighboorhood but you are just a 5 minute walk from many local shops."
Would you be willing to come down on the price at all? Would you take $800?,I can come down a bit on the price but there is no way that i can cut it in half.  What I can do is reduce the rent by 200 if you are wiling to sign a 2 year lease.
I see it's a 10 unit apartment. Would you be willing to come down on the price more if I can offer to do maintenance for the rest of the units?,Well that is a possibility.  What are your qualifications?
"I have 10+ years of experience in building maintenance, carpentry and electrical work. I also have references.",Ok that sounds good.  These apartments do not need much so I can reduce the rent another 300 making it $1095.  Of course if there are months that we need you to do more work then we can discuss further reduction at that time.
Hello,Hey there are you interested in the chairs?
I am. Are they in good shape?,"They are great chairs, the wife just wants different ones for the new house."
Cool. Can I come by and take a look at them?,Sure if you would like.
Will you lower the price for me?,"If you pick up I will drop it too $100 and if I deliver, I will drop to $125.00"
I would like to pick it up if you do not mind,Not a problem I will email you my address. $100 and they are yours.
will you take $20. thats an old phone thats out of shape,It's actually still in good condition and is a touch screen smart phone.
yeah all phones are touch screen smart phones now,Not all phones will still work as good as this one.
Most will probably work better,I wouldn't agree. The screen is not damaged and I think I have it listed at a very fair price. I would be surprised to see another like this for a lower amount.
HI!  I've very interested in the bike you have for sale!,"Thats great, it is in excellent condition"
I know it says near mint condition!  So are there any scratches on it or dents?,No scratches or dents.  It looks practically brand new
Sounds like just the bike I've been looking for.  Would you take $99 for it?,yes that will be fine
"I noticed your ad for the batteries. I need one for my phone, since the battery on my phone is starting to go. I really only needed one battery, but you are the only listing I've seen so far. Could you consider $6?",They're basically a set since I have no use for them. They both work great. I can negotiate but $6 is a bit low... I could go $7 and throw in the charger because I don't need that anymore either.
"Okay, that will work for me.","Okay great, could you pick them up today?"
Sure,Ok sounds like a deal.
"Yes, it's compatible with my Air 2.",Did you look at all of the features and the keyboard.
"Yes, and I do like it. But, I'm worried about how it will stand up over time.",I can assure you the case is very durable and can handle the normal iPad user.
How did that label fall off?,My child was playing with it and I did not realize until it was too late.
"Okay, well, I like it. I was hoping to get it for $10, but since it looks nice and has the keyboard, I would go $15.",I think thats a reasonable offer and I accept.
Sank I m  fine,So what are you looking for? and how can I help you with the product>
Hello. I am looking for a new apartment. Are you able to tell me if the majority of the apartments in this building are students' homes?,Yes it is and the great news is it is not far from the campus five minutes or less to get there!
"That is great news. I''m trying to stay within budget, This apartment looks like a good fit. Are you willing to take a little less a month and possibly accept 1900?",I could if you are willing to pay today?
Yes. I can have the first month and the security deposit ready.,Great than we can make that deal happen!
Hi I am looking for a good bike for my wife.,"This is the bike for you! Its the bike I've had for 2 years and its honestly in better condition now than the day I bought it! the tires are new and it has 21 speeds! Only taking cash, $80 is the listing price."
"I should be able to get all the cash together but was hoping to pay closer to 60, if I am able to come and pick it today would you be willing to do that price?","Yes of course! That helps me out a bunch, as I don't have a way to deliver it to you. I'll see you later today then!"
The apartment is gorgeous. How is the neighborhood?,The neighborhood is great.
Is there a pool at the complex?,"There is a pool, hot tub, exercise room and and outside basketball court."
Awesome. 2300 is a bit steep for me. How about $1800?,"Well, I could lower the price some.  I was thinking about $2100.  You should come by and take a look.  We are generally available from 8:30 to 1.  I could show it to you in the evening as well."
I guess I can swing $2100. I'll check it out.,Sounds good.  When would you like to come?
I would really like this but it is too much money for me. I am looking more towards the price range of 1000,"1000 is very low, how about 1700?"
I can't afford that right now. Could you go down more if I don't need help moving in?,I'm not allowed to go any farther down than 1600
I'm just not sure if I can do that. There is no way you are allowed to go lower?,No
I'm interested in the house you have. Does it have shower and an elevator for handicapped?,Awesome! I currently do not have an elevator of the handicapped! But there is a back entrance if that helps!
"Is there parking by it? Also, does it have appliances?",It does have a washer and dryer as well as a double garage!
"Does it have a Refrigerator, dishwasher, stove/oven, microwave?","I will have to ask the owner I am just the sales man. Regardless the house is going fast! I can offer you rent for 2695 a month. Hold on, the owner just told me that the place has been newly renovated and has all of those features!"
I was in a wreck a few years ago and have limited income. I can afford $2200 a month,Ok that is fine with me! I appreciate the honesty!
I am good and how are you?,"Well, thank you. I have a gorgeous Fender Amp for sale, are you interested?"
Yes very much so what condition is it in?,"Excellent condition, with a little rust on the metal corners."
"Ok i am more than willing to come pick it up but i only have 40 dollars to spare at the moment, will you accept that?","I sure will, that sounds great. Thsanks for doing business."
"Hello, do you still have your 3 piece leather sofa set?","hi, yes i certainly have! it's at 1000 but i can do at 950 for a quick deal"
they look amazing and would be perfect for my new apartment. but right now I can only do $900.,well it's virtually brand new! still has tags on! let me think for a sec..
If you will go as low as $900 than i would be willing to come out and pick them up from your residence.,"ok, exactly what I was thinking about in my mind.."
"hello, are you interested in the car?",Are you interested in the car?
sorry!! I am*,What's your offer?
Has it even been in an accident?,Yes but it was fixed.
hi,"this is a great place. tons of amenities, and a really great neighborhood. super lawn and near some cool parks i'm looking for $3,100 and its yours"
i will offer you 1500,that is way too low. please make a more reasonable offer
how about 1750,i can't go much lower than 3000. that would be way below market for a place like this
what if i agree to pay for utilities,"if you pick up the utilities, I could go to $2900"
that's still too high for me. what if I agree to furnish the place myself?,i'm afraid I absolutely can not go any lower than 2850
"my budget is 1500, but i'd be willing to go 2250 max",that's just too low. i can't accept that
"how about we meet in the middle, 2500? that's my final offer","no thank you, you will just have to find another place"
love this van,Thanks how much are you willing to pay
can you tell me some features and how many miles,"The millage is stated at 109,960 miles with no accident history"
i can go for $8550,"Great Price but i need to you to step up a little to about $8,900 so i can have it delivered to you by myself"
"Hi, I am very interested. How is the condition of the bike","It is in great condition as an art piece. It has great patina, all the original decals are still on it, nice chain ring horse. Hard to find these in this condition any more."
"I like it a lot, are you willing to come down on price?","If you're able to pick it up right away and pay cash I could definitely come down a bit on the price. But like I said this is a rare find, so I can't really let it go too low."
"I have $140, and can come right now",That's a bit on the low side for this piece. I could do $160 though.
How about 155?,Sure that sounds good
"Hi, I'm interested in your bike. Is it ready to ride and fully functional?",Yes!  It is in great condition.  Cleaned up and ready to go.  Tires and brakes are in great condition and is very light to ride.  I have had no trouble with it at all.  Just looking to get a newer one!  I am throwing in a free speedometer and bottle holder too.
"That sounds like a great deal, but I don't have the 225$ you're asking. Would you be willing to go down to 175$ if I picked it up from you today with cash in hand?",$175 is too low. I could do $190.  It is in excellent shape and needs nothing at all.
Hi are you still selling the spider?,Yes it's still here for sale.
What condition is it in is there anything wrong with it?,"It's in mint condition actually, nothing wrong at all. No scratches, no dings, everything is perfect."
That's good. Are you flexible on the price?,I can work with you on the price but no low ball offers.
"Would you take $2,000 for it?","No that's too low, remember this is in mint condition, perfect condition and it has only 150 miles on it."
"Okay will you take $2,500?",2600 if you come and pick it up.
Yes the table looks like exactly what I'm looking for! what can you tell me about it condition and price wise?,Sure thing! The table is in excellent condition. No scratches or cracks. I've kept it clean over the years. I'm looking to get $40 for the table but I'd be willing to drop that down to $30 if you can come pick it up today.
Alright you got yourself a deal! I can stop by later on today and pick it up. $30 it is!,Sounds good!
Hi I am interested in your honda civic for sale.,"great, it's an awesome car that has been upgraded with enhanced intake and exhaust"
"I see that it is a salvaged title.  Because of this, and my extraordinarly tight budget this month, I'd like to make an offer of $2500 in cash, today.","sorry, we're not going to be close to a deal at that price.  the car only has 30k miles.  i'd be willing to sell at $4k, factoring in the title."
"Seeing as it is salvaged, it will cost me more in to insure.  I think that I could go up to $2800.",my insurance company did not increase my rates because of the title.  I can give you my agent's phone # and you can work with him too.
That seems pretty high. Can you go lower?,You only have to put 50 down now. And I will accept 20 dollars for the next 3 months.
How about I put 40 down now and 20 each month for the next three?,I just want to get rid of it. pick it up Ill let it go for $95
I am interested in the toothbrush.  How is the box? Any damage?,"The box is pretty damaged. If by ""damaged"" you mean ""signed by Tom Cruise""!!!!"
"Wow, in that case I would have to have a lower price to take it off your hands.  $20?","Are you kidding me? It was signed by Risky Business Tom Cruise, not Couch Jumping Tom Cruise. I'm pretty sure you didn't know that just now."
"I wish it was Top Gun Tom Cruise,  or Top Gun 2 Tom cruise soon enough.  ok.  Let's do $1 for ever 1000 brush strokes.  So $31  That's a little Risky, but fair","I like the way you do Business, partner. Sounds like a deal. Thank you! giving a discount for the funny"
Hello.,Hi. Are you interested in the light fixture? It's beautiful and you can pick it up.
Is there anything wrong with it?,Nothing wrong with it. It's brand new. $45
"Well, why do you want to get rid of it?",Because I have more than one.
"Well, I suppose we can try to reach an agreement.",Sounds great. What are you looking to spend?
"Well, I'll gladly take your surplus light fixture for $22",I'm looking for 45 but am willing to do 38
"Well, I'll do $35, and I'll come by your house tonight to pick it up?",Sounds like a deal.  35 it is and I'll give you the address.
Hey there. Would you take $160?,that is way to low
"I have cash, but I don't have that much cash.",cash is great but higher
I can go to $220 but that's it.,that is to low
Ok. Thanks for your time,bye
Hey there can you tell me about the phone?,This phone is pretty much like new do have a very small scuff that you can barely see. There is nothing else wrong with it.
Great and it is with Sprint and has 16GB.,Yes correct and I also have a free case to throw it in that cost over $40
Will you take $405 for it?,I will take that and bring it to you today also.
"I saw you bike posted, and I am very interested. Is there any room on the price?",2000
"hI, HOW ARE THE TIRES?",They are in good condition but are a little old. I am thinking $250 but can take as low as 200
how are the brakes?,they are great. Can you do $225?
"I could do $175, but I am flexible.",$200 if you come get it today?
Sounds like a deal. Is noon alright?,yeah! I'll submit the offer
"Hi, I'm interestsed in this typewriter. Can you tell me whether it has ink and works effectively beyond just powering up?","Yes it has ink, powers up, and does what it should as it is in excellent condition."
That's great. Would you be willing to sell it for $25 if I come pick it up?,No I'm sorry I can't go that low because it is in such great condition and comes with everything needed.
What about $30 if I make a deposit in advance?,"Again I am sorry. I got an offer already for $75, but because I like you I could take $55. But that is as low as I can go."
Hi there. How many tires can this kit convert?,2!
How durable is the conversion after its done?,Like a new tire
"I am in New Jersey, do you know the shipping costs or will you ship it to me free of cost?",shipping is included in the price
"I have there , I am interested in the bike, but I am taller, do you think it would be okay since I am 5'9''?",Well it probably would be a bit small. If that's something your comfortable with then it'd be okay though
"hmmm, how old is this bike?",It is from 2009.
That is pretty old. I am thinking for price closer to $480?,It is old but it is still a great bike. I'd like at least 600
Could you deliver it?,I could certainly do that.
"Hi, I am interested in your tahoe. can you tell me anything i need to know about this car","it's my second tahoe, I like it but I don't need it anymore, it has all the luxuries inside and great for long distance,  no rips, new tires"
how long have you personally owned this vehicle,10 years
"okay, great. I did not see in the ad, is this a manual or automatic?","automatic , it's really great"
"perfect. I am very interested in purchasing this vehicle, since this is a car you no longer need and since it is such high mileage are you willing to negotiate on the price. The listed price is just a little above my budget.","ok we can work something out, what can you do"
I'm concerned about any repairs and maintenance that I may have to do. I'm looking closer to the 2100.00 price range,"yeah it went for a full check up and it runs great, o you ok on that, but 2100 is way out of my range"
"I'm not sure If I can do much more, while it looks great I would need to be able to take the car to a mechanic that I trust in order to go much higher than this. Without the most I could go is 2500","ok it's you lucky day, but you have to come an pick it up, and cash only please, fair enough ?"
Hi there can you tell me a little more about this table please,This table is in great condition as pictured. I had inherited it from my family. The wood is solid and free from defects.
